time,status
2023-03-19 12:39:00,1.8484848484848484
2023-03-19 12:40:00,1.0
2023-03-19 13:00:00,1.7894736842105263
2023-03-19 13:20:00,2.026315789473684
2023-03-19 13:40:00,2.051282051282051
2023-03-19 14:00:00,2.0256410256410255
2023-03-19 14:21:00,2.125
2023-03-19 14:41:00,2.142857142857143
2023-03-19 15:03:00,2.051282051282051
2023-03-19 15:23:00,1.8611111111111112
2023-03-19 15:43:00,1.7777777777777777
2023-03-19 16:03:00,1.6756756756756757
2023-03-19 16:24:00,1.6111111111111112
2023-03-19 16:44:00,1.588235294117647
2023-03-19 17:04:00,1.588235294117647
2023-03-19 17:24:00,1.411764705882353
2023-03-19 17:45:00,1.1666666666666667
2023-03-19 18:05:00,1.1666666666666667
2023-03-19 18:25:00,1.2258064516129032
2023-03-19 18:45:00,1.0357142857142858
2023-03-19 19:05:00,1.0
2023-03-19 19:06:00,1.0
2023-03-19 19:26:00,1.2
2023-03-19 19:46:00,1.103448275862069
2023-03-19 20:06:00,1.103448275862069
2023-03-19 20:54:00,1.0
2023-03-19 20:55:00,1.0
2023-03-19 21:15:00,1.0769230769230769
2023-03-19 21:34:00,1.0
2023-03-19 21:44:00,1.0
2023-03-19 22:08:00,1.0
2023-03-20 11:11:00,1.0689655172413792
2023-03-20 11:31:00,1.0689655172413792
2023-03-20 11:51:00,1.0
2023-03-20 12:11:00,1.0
2023-03-20 12:12:00,1.0555555555555556
2023-03-20 12:32:00,1.1379310344827587
2023-03-20 12:52:00,1.0344827586206897
2023-03-20 13:12:00,1.1379310344827587
2023-03-20 13:32:00,1.0689655172413792
2023-03-20 13:53:00,1.103448275862069
2023-03-20 14:13:00,1.1
2023-03-20 14:33:00,1.0
2023-03-20 14:53:00,1.0357142857142858
2023-03-20 15:13:00,1.0833333333333333
2023-03-20 15:14:00,1.0
2023-03-20 15:34:00,1.103448275862069
2023-03-20 15:54:00,1.0344827586206897
2023-03-20 16:14:00,1.0689655172413792
2023-03-20 16:34:00,1.1
2023-03-20 16:55:00,1.2258064516129032
2023-03-22 12:36:00,1.0
2023-03-22 12:56:00,1.0
2023-03-22 13:16:00,1.0
2023-03-22 13:36:00,1.103448275862069
2023-03-22 13:57:00,1.0
2023-03-22 14:17:00,1.0357142857142858
2023-03-22 14:37:00,1.0
2023-03-22 14:57:00,1.0357142857142858
2023-03-22 15:18:00,1.0
2023-03-22 15:38:00,1.0
2023-03-22 15:58:00,1.1333333333333333
2023-03-22 16:18:00,1.103448275862069
2023-03-22 16:38:00,1.0
2023-03-22 16:39:00,1.0
2023-03-22 16:59:00,1.1333333333333333
2023-03-22 17:19:00,1.28125
2023-03-22 17:39:00,1.0
2023-03-22 17:59:00,1.0
2023-03-22 18:20:00,1.0
2023-03-22 18:40:00,1.0
2023-03-22 19:00:00,1.0
2023-03-22 19:20:00,1.0
2023-03-22 19:41:00,1.0689655172413792
2023-03-22 20:01:00,1.0
2023-03-22 20:21:00,1.0
2023-03-22 20:41:00,1.0
2023-03-22 21:01:00,1.0
2023-03-22 21:14:00,1.0
2023-03-23 12:55:00,1.0
2023-03-23 13:16:00,1.0344827586206897
2023-03-23 13:36:00,1.0
2023-03-23 13:56:00,1.1
2023-03-23 14:16:00,1.0
2023-03-23 14:36:00,1.0689655172413792
2023-03-23 14:57:00,1.0689655172413792
2023-03-23 15:17:00,1.0344827586206897
2023-03-23 15:37:00,1.103448275862069
2023-03-23 15:57:00,1.0
2023-03-23 16:17:00,1.0357142857142858
2023-03-23 16:38:00,1.0
2023-03-23 16:58:00,1.1724137931034482
2023-03-23 17:18:00,1.3333333333333333
2023-03-23 17:38:00,1.0357142857142858
2023-03-23 17:58:00,1.0
2023-03-23 18:18:00,1.0
2023-03-23 18:19:00,1.103448275862069
2023-03-23 23:36:00,1.0
2023-03-24 12:52:00,1.103448275862069
2023-03-24 13:12:00,1.103448275862069
2023-03-24 13:32:00,1.0344827586206897
2023-03-24 13:52:00,1.0344827586206897
2023-03-24 14:12:00,1.0344827586206897
2023-03-24 14:33:00,1.103448275862069
2023-03-24 14:53:00,1.0
2023-03-24 15:13:00,1.0357142857142858
2023-03-24 15:33:00,1.1
2023-03-24 15:53:00,1.0357142857142858
2023-03-24 16:13:00,1.0
2023-03-24 16:14:00,1.1071428571428572
2023-03-24 16:34:00,1.1290322580645162
2023-03-24 16:54:00,1.2413793103448276
2023-03-24 17:14:00,1.393939393939394
2023-03-24 17:34:00,1.28125
2023-03-24 17:54:00,1.3225806451612903
2023-03-24 18:15:00,1.1724137931034482
2023-03-24 18:35:00,1.1333333333333333
2023-03-24 18:55:00,1.0
2023-03-24 19:15:00,1.0357142857142858
2023-03-24 19:35:00,1.0
2023-03-24 19:55:00,1.1
2023-03-24 19:56:00,1.3
2023-03-24 20:16:00,1.0
2023-03-24 20:36:00,1.0
2023-03-24 20:56:00,1.0
2023-03-24 21:16:00,1.1111111111111112
2023-04-11 19:33:00,1.0
2023-04-11 19:34:00,1.0
2023-04-11 19:54:00,1.0
2023-04-11 20:14:00,1.0
2023-04-11 20:34:00,1.0
2023-04-11 20:54:00,1.0
2023-04-11 21:14:00,1.0
2023-04-11 21:15:00,1.0
2023-04-11 21:35:00,1.0
2023-04-11 21:55:00,1.0
2023-04-11 22:15:00,1.0
2023-04-11 22:35:00,1.0344827586206897
2023-04-11 22:56:00,1.0689655172413792
2023-04-11 23:16:00,1.0
2023-04-11 23:36:00,1.0
2023-04-11 23:56:00,1.0357142857142858
2023-04-12 00:16:00,1.103448275862069
2023-04-12 00:37:00,1.0
2023-04-12 00:57:00,1.0
2023-04-12 01:17:00,1.0
2023-04-12 01:37:00,1.0
2023-04-12 01:57:00,1.0
2023-04-12 02:17:00,1.0
2023-04-12 02:38:00,1.0
2023-04-12 02:58:00,1.0
2023-04-12 03:18:00,1.0
2023-04-12 11:24:00,1.0
2023-04-12 11:44:00,1.1666666666666667
2023-04-12 12:04:00,1.0
2023-04-12 12:25:00,1.0689655172413792
2023-04-12 12:45:00,1.1379310344827587
2023-04-12 13:05:00,1.0
2023-04-12 13:25:00,1.0689655172413792
2023-04-12 13:46:00,1.0
2023-04-12 14:06:00,1.0344827586206897
2023-04-12 14:26:00,1.1071428571428572
2023-04-12 14:46:00,1.1666666666666667
2023-04-14 11:50:00,1.0
2023-04-14 12:11:00,1.1
2023-04-14 12:31:00,1.103448275862069
2023-04-14 12:51:00,1.103448275862069
2023-04-14 13:11:00,1.0666666666666667
2023-04-14 13:31:00,1.103448275862069
